replicate,family_separation
812,-0.006173196590111167
813,0.013678083626219022
814,0.01012880433288342
815,-0.020059265310272002
816,-0.013090378571124182
817,-0.0011981220095394138
818,-0.03312818750057507
819,0.000998426573974323
820,-0.036438542523127095
821,-0.03447297489806846
822,-0.011437172663079913
823,-0.006865015966281349
824,0.04130836058584087
825,0.004878573816360532
826,-0.046692710208381796
827,0.012941305729311063
828,-0.012105766684435887
829,-0.004976358205560215
830,-0.01076262663939017
831,-0.03693284093117162
832,-0.01665107534076108
833,-0.016233348159506826
834,-0.015499806066243661
835,-0.008091570331868171
836,-0.011942812524793699
837,-0.012581514700665979
838,-0.026321905716232427
839,0.005414923355378069
840,-0.020235234535074247
841,-0.0027354662360125764
842,-0.03379598669842659
843,-0.02352085151833669
844,-0.012470609151120401
845,-0.0012238101579205227
846,-0.009237873588157468
847,-0.005592697143528544
848,0.008185804488084578
849,-0.05328699134243309
850,-0.02161147675849192
851,-0.02937643474027697
852,0.016192543922232017
853,-0.012940431059526969
854,0.0011550448366835706
855,-0.026667836716491297
856,-0.017368874512228977
857,-0.014422766936655326
858,-0.023063411787565415
859,-0.04308264043262245
860,-0.003111952036001814
861,0.010850398460337973
862,0.015122361366912473
863,-0.016380383583924525
864,-0.008966282812300379
865,-0.01892561640737761
866,-0.045316261923043916
867,-0.005999438645040309
868,-0.0049327946359297645
869,-0.03816491336982642
870,-0.010263054681999693
871,-0.0011519281705569887
872,-0.0002274797404200682
873,-0.023482849322043427
874,-0.03798410308956825
875,-0.007021337048799314
876,-0.01929338650772295
877,-0.04011753547996894
878,-0.010621529649438181
879,-0.050034474150523416
880,-0.014909841407194271
881,-0.0374335985552159
882,-0.023251595993763204
883,-0.04778305505386808
884,-0.008125537149555065
885,-0.014794687617524699
886,-0.03234594212352779
887,0.011231545824907568
888,-0.0024700986348207415
889,-0.017627553888538573
890,-0.03675562718871518
891,0.00016911223362612443
892,0.003048441710121516
893,-0.028626949418342165
894,-0.025068601898872785
895,-0.015463135705378335
896,-0.020924921211652563
897,-0.06378043338912434
898,-0.013826573800672329
899,-0.014621651066378367
900,-0.030063090290357117
901,-0.02042064260571364
902,-0.0197115144648689
903,-0.03478203161623455
904,-0.023626159161950468
905,-0.045694832647158
906,-0.024163172629783992
907,-0.01403576855169078
908,0.004250556443700815
909,0.0027227397605798648
910,-0.020396545567380117
911,0.0007551022807893298
912,-0.039912094820063145
913,-0.02659791266792911
914,-0.02543130431889632
915,-0.048468166428869086
916,-0.0297203221185798
917,-0.041401830651794036
918,0.019205500497985854
919,-0.004899961357850362
920,-0.04664828634929269
921,-0.018412664219068106
922,-0.01259933646493118
923,-0.013219401674140055
924,-0.02865903196347829
925,-0.05446074479940499
926,-0.002955789383432994
927,-0.042781538145330984
928,0.0004352006300718525
929,-0.019081539595776374
930,-0.01047534456300327
931,-0.012816445900734611
932,-0.024122203166319585
933,-0.000667522449398307
934,-0.014073533856698857
935,-0.03447737968862696
936,-0.014720061973055233
937,-0.029890192333512425
938,-0.03452105982033955
