task_type,family,model_a,model_b,js_distance,correlation_distance,ci_low,ci_high,bootstrap_reps
security,executive,gemma4_e4b,qwen35_27b,0.12522191037409275,0.6083517081574996,0.11417213651816188,0.1413615654858156,200
security,dialectical,gemma4_31b,qwen35_4b,0.08503650755173141,0.4692352933766175,0.07518670693499106,0.10415527818872644,200
security,executive,gemma4_31b,qwen35_4b,0.12577591743123445,0.6834236660078505,0.10834185076494723,0.14985066632763575,200
security,dialectical,gemma4_31b,qwen35_9b,0.08420577197612106,0.43397937669156617,0.07539271777685677,0.10340211684369062,200
security,executive,gemma4_31b,qwen35_9b,0.09399145223218355,0.10817659776829336,0.07821470003474489,0.11619509615874175,200
security,dialectical,gemma4_31b,qwen35_27b,0.06540184856338341,0.16227243636610822,0.05736074838313474,0.08187051776630656,200
security,executive,gemma4_31b,qwen35_27b,0.08513095314415578,0.1383958747830425,0.06979849275516131,0.106219573200867,200
security,dialectical,qwen35_4b,qwen35_9b,0.025426382521318302,0.2154040679484034,0.028228276320289136,0.046712594908868726,200
security,executive,qwen35_4b,qwen35_9b,0.04375575780281475,0.5016635804749763,0.04165495275134751,0.0649455435285513,200
security,dialectical,qwen35_4b,qwen35_27b,0.029270308472441095,0.22186417962796579,0.027438375593044094,0.04987172485421119,200
security,executive,qwen35_4b,qwen35_27b,0.05498554554881719,0.5446877755733581,0.048550691737729086,0.073398287251437,200
security,dialectical,qwen35_9b,qwen35_27b,0.029929790879003115,0.25557255861036976,0.02702952429232937,0.048262784051712845,200
security,executive,qwen35_9b,qwen35_27b,0.03215488759889458,0.14566614088321006,0.028505488261659228,0.0509749192697244,200
