split,prefix,feature_set,feature,coef
prompt_disjoint,0.25,metadata,task_type=math,-0.5026256527377686
prompt_disjoint,0.25,metadata,gen_model=qwen35_27b,0.40750483734918896
prompt_disjoint,0.25,metadata,gen_model=qwen35_9b,0.3272017307979478
prompt_disjoint,0.25,metadata,task_type=idea,0.30048993969325916
prompt_disjoint,0.25,metadata,difficulty_raw=hard,-0.29707354762963
prompt_disjoint,0.25,metadata,gen_model=qwen35_4b,0.27863031926803056
prompt_disjoint,0.25,metadata,gen_model=reasoner,0.2743045578506272
prompt_disjoint,0.25,metadata,difficulty_raw=__missing__,0.26615307865195464
prompt_disjoint,0.25,metadata,task_type=gpqa,0.20644824463799205
prompt_disjoint,0.25,metadata,difficulty_raw=Physics,0.20537700484436566
prompt_disjoint,0.25,metadata,difficulty_raw=easy,0.1685846241362428
prompt_disjoint,0.25,metadata,task_type=planning,0.16153104107885896
prompt_disjoint,0.25,metadata,difficulty_raw=progression_mcq,0.1150043237522543
prompt_disjoint,0.25,metadata,difficulty_raw=Biology,0.092186486097245
prompt_disjoint,0.25,metadata,difficulty_raw=medium,-0.08959315060601154
prompt_disjoint,0.25,metadata,difficulty_raw=applicable_actions_mc,0.08399048301579116
prompt_disjoint,0.25,metadata,difficulty_raw=4,0.08251481639937804
prompt_disjoint,0.25,metadata,difficulty_raw=landmarks_mcq,0.07319490757039468
prompt_disjoint,0.25,metadata,difficulty_raw=3,0.06445517516606743
prompt_disjoint,0.25,metadata,difficulty_raw=reachable_atom_mc,0.057105079521989593
prompt_disjoint,0.25,length,task_type=math,-0.5373178983689197
prompt_disjoint,0.25,length,gen_model=qwen35_27b,0.4564477995340233
prompt_disjoint,0.25,length,gen_model=qwen35_9b,0.3903964637860747
prompt_disjoint,0.25,length,gen_model=qwen35_4b,0.35467304096311264
prompt_disjoint,0.25,length,task_type=idea,0.3015857680352971
prompt_disjoint,0.25,length,gen_model=reasoner,0.2922867228916519
prompt_disjoint,0.25,length,difficulty_raw=hard,-0.2717867850762192
prompt_disjoint,0.25,length,difficulty_raw=__missing__,0.26722163609452265
prompt_disjoint,0.25,length,task_type=gpqa,0.22294926065617698
prompt_disjoint,0.25,length,difficulty_raw=Physics,0.20315880104910017
prompt_disjoint,0.25,length,task_type=planning,0.16892088422736068
prompt_disjoint,0.25,length,difficulty_raw=easy,0.16093091736867557
prompt_disjoint,0.25,length,prefix_segments,-0.1535057079619156
prompt_disjoint,0.25,length,difficulty_raw=progression_mcq,0.10941631513269098
prompt_disjoint,0.25,length,difficulty_raw=4,0.09356021722869104
prompt_disjoint,0.25,length,difficulty_raw=medium,-0.08690615461663694
prompt_disjoint,0.25,length,difficulty_raw=Biology,0.08596588225453328
prompt_disjoint,0.25,length,difficulty_raw=applicable_actions_mc,0.08376285876829871
prompt_disjoint,0.25,length,difficulty_raw=landmarks_mcq,0.08223308074317218
prompt_disjoint,0.25,length,difficulty_raw=3,0.07124216430022463
prompt_disjoint,0.25,counts,task_type=math,-0.546995898861352
prompt_disjoint,0.25,counts,gen_model=qwen35_27b,0.42740013801043997
prompt_disjoint,0.25,counts,gen_model=qwen35_9b,0.3646173880720158
prompt_disjoint,0.25,counts,gen_model=reasoner,0.35686081065815717
prompt_disjoint,0.25,counts,gen_model=qwen35_4b,0.3345900820927798
prompt_disjoint,0.25,counts,task_type=idea,0.30512019648224525
prompt_disjoint,0.25,counts,difficulty_raw=__missing__,0.27232632451957
prompt_disjoint,0.25,counts,difficulty_raw=hard,-0.26084692517428293
prompt_disjoint,0.25,counts,task_type=gpqa,0.24334701507435688
prompt_disjoint,0.25,counts,difficulty_raw=Physics,0.21023539317645726
prompt_disjoint,0.25,counts,difficulty_raw=easy,0.16393965212534703
prompt_disjoint,0.25,counts,prefix_segments,-0.14796447183536887
prompt_disjoint,0.25,counts,task_type=planning,0.14452237447286914
prompt_disjoint,0.25,counts,rate_Conflict_of_Perspectives,-0.11618254802604654
prompt_disjoint,0.25,counts,difficulty_raw=progression_mcq,0.10345698761438486
prompt_disjoint,0.25,counts,rate_backtracking,-0.10165845115744829
prompt_disjoint,0.25,counts,rate_Question_and_Answering,0.09214601556230036
prompt_disjoint,0.25,counts,difficulty_raw=4,0.08745984483536666
prompt_disjoint,0.25,counts,difficulty_raw=Biology,0.08557314209843406
prompt_disjoint,0.25,counts,difficulty_raw=landmarks_mcq,0.08127152344791605
prompt_disjoint,0.25,temporal,task_type=math,-0.5441034847352162
prompt_disjoint,0.25,temporal,gen_model=qwen35_27b,0.437528713129278
prompt_disjoint,0.25,temporal,gen_model=reasoner,0.3829779080704844
prompt_disjoint,0.25,temporal,gen_model=qwen35_9b,0.3734330711092186
prompt_disjoint,0.25,temporal,gen_model=qwen35_4b,0.3424901797305364
prompt_disjoint,0.25,temporal,task_type=idea,0.31228127090924857
prompt_disjoint,0.25,temporal,difficulty_raw=__missing__,0.2708310804336079
prompt_disjoint,0.25,temporal,difficulty_raw=hard,-0.26303848663801055
prompt_disjoint,0.25,temporal,task_type=gpqa,0.2440926425248975
prompt_disjoint,0.25,temporal,rate_Question_and_Answering,-0.21777408711607435
prompt_disjoint,0.25,temporal,difficulty_raw=Physics,0.21080340841231174
prompt_disjoint,0.25,temporal,rate_Conflict_of_Perspectives,-0.19197625174561586
prompt_disjoint,0.25,temporal,rate_Reconciliation,0.19164876109316875
prompt_disjoint,0.25,temporal,prefix_segments,-0.16900922183755657
prompt_disjoint,0.25,temporal,difficulty_raw=easy,0.1666678672329374
prompt_disjoint,0.25,temporal,rate_verification,0.15507074863603793
prompt_disjoint,0.25,temporal,task_type=planning,0.1431541103886305
prompt_disjoint,0.25,temporal,rate_backtracking,-0.13700561201382844
prompt_disjoint,0.25,temporal,bin2_Question_and_Answering,0.12729173192673413
prompt_disjoint,0.25,temporal,bin0_Question_and_Answering,0.11656049594264815
prompt_disjoint,0.25,time_shuffled,task_type=math,-0.5469921238735175
prompt_disjoint,0.25,time_shuffled,gen_model=qwen35_27b,0.4273674882757902
prompt_disjoint,0.25,time_shuffled,gen_model=qwen35_9b,0.3645837001521923
prompt_disjoint,0.25,time_shuffled,gen_model=reasoner,0.3568774615693683
prompt_disjoint,0.25,time_shuffled,gen_model=qwen35_4b,0.33455785836300816
prompt_disjoint,0.25,time_shuffled,task_type=idea,0.305113950576971
prompt_disjoint,0.25,time_shuffled,difficulty_raw=__missing__,0.27232360971130537
prompt_disjoint,0.25,time_shuffled,difficulty_raw=hard,-0.26084157701222704
prompt_disjoint,0.25,time_shuffled,task_type=gpqa,0.24335366182592139
prompt_disjoint,0.25,time_shuffled,difficulty_raw=Physics,0.21023724069692923
prompt_disjoint,0.25,time_shuffled,difficulty_raw=easy,0.16394272770930204
prompt_disjoint,0.25,time_shuffled,prefix_segments,-0.14797003022139532
prompt_disjoint,0.25,time_shuffled,task_type=planning,0.14450926192913174
prompt_disjoint,0.25,time_shuffled,difficulty_raw=progression_mcq,0.10345555363378883
prompt_disjoint,0.25,time_shuffled,difficulty_raw=4,0.08745177283191709
prompt_disjoint,0.25,time_shuffled,difficulty_raw=Biology,0.08557338440849001
prompt_disjoint,0.25,time_shuffled,difficulty_raw=landmarks_mcq,0.08127086550474623
prompt_disjoint,0.25,time_shuffled,difficulty_raw=applicable_actions_mc,0.07884140040510323
prompt_disjoint,0.25,time_shuffled,difficulty_raw=medium,-0.07855244057524861
prompt_disjoint,0.25,time_shuffled,difficulty_raw=Chemistry,0.07831117719243819
random_trace,0.25,metadata,task_type=math,-0.5026256527377686
random_trace,0.25,metadata,gen_model=qwen35_27b,0.40750483734918896
random_trace,0.25,metadata,gen_model=qwen35_9b,0.3272017307979478
random_trace,0.25,metadata,task_type=idea,0.30048993969325916
random_trace,0.25,metadata,difficulty_raw=hard,-0.29707354762963
random_trace,0.25,metadata,gen_model=qwen35_4b,0.27863031926803056
random_trace,0.25,metadata,gen_model=reasoner,0.2743045578506272
random_trace,0.25,metadata,difficulty_raw=__missing__,0.26615307865195464
random_trace,0.25,metadata,task_type=gpqa,0.20644824463799205
random_trace,0.25,metadata,difficulty_raw=Physics,0.20537700484436566
random_trace,0.25,metadata,difficulty_raw=easy,0.1685846241362428
random_trace,0.25,metadata,task_type=planning,0.16153104107885896
random_trace,0.25,metadata,difficulty_raw=progression_mcq,0.1150043237522543
random_trace,0.25,metadata,difficulty_raw=Biology,0.092186486097245
random_trace,0.25,metadata,difficulty_raw=medium,-0.08959315060601154
random_trace,0.25,metadata,difficulty_raw=applicable_actions_mc,0.08399048301579116
random_trace,0.25,metadata,difficulty_raw=4,0.08251481639937804
random_trace,0.25,metadata,difficulty_raw=landmarks_mcq,0.07319490757039468
random_trace,0.25,metadata,difficulty_raw=3,0.06445517516606743
random_trace,0.25,metadata,difficulty_raw=reachable_atom_mc,0.057105079521989593
random_trace,0.25,length,task_type=math,-0.5373178983689197
random_trace,0.25,length,gen_model=qwen35_27b,0.4564477995340233
random_trace,0.25,length,gen_model=qwen35_9b,0.3903964637860747
random_trace,0.25,length,gen_model=qwen35_4b,0.35467304096311264
random_trace,0.25,length,task_type=idea,0.3015857680352971
random_trace,0.25,length,gen_model=reasoner,0.2922867228916519
random_trace,0.25,length,difficulty_raw=hard,-0.2717867850762192
random_trace,0.25,length,difficulty_raw=__missing__,0.26722163609452265
random_trace,0.25,length,task_type=gpqa,0.22294926065617698
random_trace,0.25,length,difficulty_raw=Physics,0.20315880104910017
random_trace,0.25,length,task_type=planning,0.16892088422736068
random_trace,0.25,length,difficulty_raw=easy,0.16093091736867557
random_trace,0.25,length,prefix_segments,-0.1535057079619156
random_trace,0.25,length,difficulty_raw=progression_mcq,0.10941631513269098
random_trace,0.25,length,difficulty_raw=4,0.09356021722869104
random_trace,0.25,length,difficulty_raw=medium,-0.08690615461663694
random_trace,0.25,length,difficulty_raw=Biology,0.08596588225453328
random_trace,0.25,length,difficulty_raw=applicable_actions_mc,0.08376285876829871
random_trace,0.25,length,difficulty_raw=landmarks_mcq,0.08223308074317218
random_trace,0.25,length,difficulty_raw=3,0.07124216430022463
random_trace,0.25,counts,task_type=math,-0.546995898861352
random_trace,0.25,counts,gen_model=qwen35_27b,0.42740013801043997
random_trace,0.25,counts,gen_model=qwen35_9b,0.3646173880720158
random_trace,0.25,counts,gen_model=reasoner,0.35686081065815717
random_trace,0.25,counts,gen_model=qwen35_4b,0.3345900820927798
random_trace,0.25,counts,task_type=idea,0.30512019648224525
random_trace,0.25,counts,difficulty_raw=__missing__,0.27232632451957
random_trace,0.25,counts,difficulty_raw=hard,-0.26084692517428293
random_trace,0.25,counts,task_type=gpqa,0.24334701507435688
